	D17p7_A2_nuc	D17p7_B7_nuc	D17p7_B8_cyto	D17p7_A3_cyto	D17p7_B9_memb	D17p7_A4_memb	D17p7_B10_insol	D17p7_A5_insol	R2-total-depl	R1-total-depl
FBgn0001075	159.3351493	151.253644	159.7815119	152.7076099	156.3464175	145.5761485	103.9730589	105.8111565	98.24166432	98.24166432
FBgn0001077	0	0	0	0	0	0	0	0	0	0
FBgn0001078	2192.590207	2133.862684	751.1567631	772.0218056	776.4914255	605.1566637	1463.850908	1439.649603	1325.299315	1325.299315
FBgn0001079	580.1877719	605.0145761	396.6989262	390.2527809	567.7383876	622.0841229	715.0952826	813.2784508	597.1552145	597.1552145
FBgn0001083	10.39142278	8.897273178	1.836569103	2.120939026	0	0	3.740038089	3.861721039	7.223651788	7.223651788
FBgn0001084	174.9222835	137.9077343	279.1585036	220.5776588	233.2094608	276.7639567	127.161295	149.8347763	156.9940322	156.9940322
FBgn0001085	12305.17648	11805.19863	6967.943176	5972.564299	1636.833444	1360.121341	3230.644901	2653.002354	6041.862356	6041.862356
FBgn0001086	770.6971895	790.374434	833.8023727	820.8034032	1000.96645	1155.299085	1973.992103	2043.622774	1384.051683	1384.051683
FBgn0001087	455.4906985	530.870633	163.4546502	156.949488	328.4148211	282.6885674	530.337401	538.3239128	371.2957019	371.2957019
FBgn0001089	3.463807593	2.965757726	3.673138206	2.120939026	1.746887346	0	1.496015236	2.317032623	4.334191073	4.334191073
FBgn0001090	0	4.448636589	1.836569103	0	0	0.846372956	0	0.772344208	0	0
FBgn0001091	4134.054363	4023.050355	32531.14852	41451.63233	15471.30778	19539.36607	10992.71995	10791.96561	9794.790248	9794.790248
FBgn0001092	5258.059927	5022.510709	13721.00777	14464.80416	9634.083716	11602.08048	12894.15532	13098.18542	11538.09821	11538.09821
FBgn0001098	1536.198668	2052.304346	4383.890448	5253.565969	4472.905051	5098.550689	3871.68743	4250.982519	3216.451353	3216.451353
FBgn0001099	22.51474936	14.82878863	22.03882923	25.45126832	26.2033102	8.463729563	14.21214474	16.99157257	17.81834108	17.81834108
FBgn0001104	1376.863518	1577.78311	854.0046328	833.5290374	1759.989002	1857.788639	2674.127234	2958.85066	1900.783574	1900.783574
FBgn0001105	5472.815998	5112.96632	1700.662989	1951.263904	4819.662189	4732.071199	10083.14269	9566.255357	7818.880695	7818.880695
FBgn0001108	1995.153174	2019.681011	765.8493159	661.7329763	1407.117758	1581.024682	2935.181892	3033.768048	2295.194961	2295.194961
FBgn0001112	0	0	0	2.120939026	0	0	1.496015236	0	0	0
FBgn0001114	27.71046075	35.58909271	5.509707308	6.362817079	7.860993059	8.463729563	14.21214474	10.0404747	10.59468929	10.59468929
FBgn0001120	0	1.482878863	0	4.241878053	0	0	1.496015236	0.772344208	0	0
FBgn0001122	592.3110985	682.124277	266.3025199	332.9874272	748.541228	566.2235078	1222.992455	1264.327468	548.9975359	548.9975359
FBgn0001123	1046.069893	963.8712609	699.7328282	928.9712936	1107.526578	774.431255	1242.440653	1289.042483	1265.102216	1265.102216
FBgn0001124	1231.383599	1224.857941	4332.466514	4606.679565	3173.220865	3416.807624	2940.417945	2815.194637	2996.852338	2996.852338
FBgn0001125	971.5980299	1035.049446	2268.162842	2600.271246	1631.592782	2115.086018	1549.871784	1589.48438	1532.377333	1532.377333
FBgn0001128	1094.5632	971.2856553	1373.753689	1374.368489	1136.350219	1215.391565	1084.611046	1061.973286	1080.658307	1080.658307
FBgn0001133	389.6783543	412.2403239	393.025788	390.2527809	388.6824346	463.81238	425.6163345	481.9427856	521.5476591	521.5476591
FBgn0001134	3.463807593	1.482878863	0	0	0.873443673	0.846372956	0.748007618	0	1.444730358	1.444730358
FBgn0001137	116.0375544	146.8050074	402.2086335	447.5181346	331.9085958	290.305924	160.8216378	128.2091385	212.3753626	212.3753626
FBgn0001138	0	0	0	0	0	0	0	0	0	0
FBgn0001139	2118.118343	2138.31132	841.1486491	844.1337325	1699.721388	1621.650584	3206.708657	3223.764723	1804.468217	1804.468217
FBgn0001142	355.0402783	351.4422905	290.1779182	305.4152198	441.9624987	515.4411304	876.664928	917.5449188	666.0206949	666.0206949
FBgn0001145	71.00805566	81.55833746	53.26050398	53.02347566	115.2945649	132.0341812	259.5586434	237.1096718	82.83120717	82.83120717
FBgn0001147	0	0	0	0	0	0	0	0	0	0
FBgn0001148	0	0	0	0	0	0	0	0	0	0
FBgn0001149	1290.268329	1307.899157	4991.794821	5149.639956	2120.721239	2507.803069	4140.970172	4488.092191	2945.323622	2945.323622
FBgn0001150	103.9142278	102.3186415	12.85598372	16.96751221	13.1016551	11.84922139	11.22011427	8.495786285	13.48415	13.48415
FBgn0001168	864.2199946	917.9020162	800.7441288	926.8503546	1586.173711	1311.031709	1188.584105	1106.76925	639.5339716	639.5339716
FBgn0001169	1018.359432	1175.922938	422.4108936	456.0018907	1320.646834	1310.185336	2507.321535	2500.078201	796.5280038	796.5280038
FBgn0001170	0	0	0	0	0	0	0	0.772344208	0	0
FBgn0001174	0	0	0	0	0	0	0	0.772344208	1.444730358	1.444730358
FBgn0001179	1813.303275	1623.752355	899.9188604	861.1012447	1194.870945	1150.220848	1815.414488	2000.371498	1589.68497	1589.68497
FBgn0001180	0	1.482878863	0	2.120939026	0	0	0	0	0.481576786	0.481576786
FBgn0001185	292.6917416	324.750471	157.9449428	129.3772806	392.1762093	352.9375228	450.3005859	449.5043289	389.5956198	389.5956198
FBgn0001186	749.914344	858.5868617	547.2975926	551.4441469	1255.138558	1159.53095	2442.99288	2473.046153	662.6496574	662.6496574
FBgn0001187	0	0	0	2.120939026	0	0	1.496015236	0	0	0
FBgn0001189	893.6623591	938.6623203	718.0985192	797.473074	907.5079765	893.7698418	562.5017286	566.9006485	729.1072538	729.1072538
FBgn0001197	1834.086121	1809.112213	4527.142838	4973.602017	3452.72284	2749.865735	3134.151918	3192.870955	3200.559319	3200.559319
FBgn0001202	699.6891339	618.3604859	258.9562435	318.140854	427.9873999	424.0328511	848.2406386	892.05756	813.8647681	813.8647681
FBgn0001206	517.8392352	523.4562386	200.1860322	237.545171	559.8773946	628.0087336	730.8034426	729.8652763	371.2957019	371.2957019
FBgn0001208	0	0	0	2.120939026	0	1.692745913	1.496015236	0.772344208	0.963153572	0.963153572
FBgn0001215	2965.0193	3539.631846	2639.149801	2666.020356	5886.136914	5007.142409	7904.944505	8021.566942	4122.778864	4122.778864
FBgn0001216	19.05094176	13.34590977	33.05824385	12.72563416	9.607880406	2.539118869	1.496015236	2.317032623	4.815767859	4.815767859
FBgn0001217	8.659518984	0	0	0	0	0	0	0	0	0
FBgn0001218	9456.19473	9583.846092	4202.070107	3989.486309	5049.377875	4748.998658	4754.336419	4271.835813	6518.141797	6518.141797
FBgn0001219	17942.52333	18567.12624	101112.312	106382.0597	95716.32493	92018.51418	43211.65207	42502.8741	40887.79543	40887.79543
FBgn0001220	2696.574211	3200.052586	3045.031572	3374.413991	4239.69559	4568.721218	4363.128434	4606.260855	5324.312945	5324.312945
FBgn0001222	2177.003072	2182.797686	1465.582144	1389.215062	2508.53023	2249.659318	2231.306724	2266.057906	2463.746837	2463.746837
FBgn0001223	0	0	0	0	0	0	0	0	0	0
FBgn0001224	3055.078297	3079.939398	12204.00169	13183.75699	5948.151415	6682.11449	8822.001844	9495.19969	7094.589209	7094.589209
FBgn0001225	1207.136946	1253.032639	5764.990414	6025.587774	2057.833294	2231.885486	2413.820583	2610.523422	2304.826497	2304.826497
FBgn0001226	971.5980299	1060.258387	1952.272956	1919.449819	1785.318868	1540.39878	2751.172018	3004.418968	2012.990965	2012.990965
FBgn0001227	353.3083745	351.4422905	1393.955949	1467.689806	1110.146909	1405.82548	920.0493699	986.2835533	839.3883378	839.3883378
FBgn0001228	6.927615187	2.965757726	38.56795116	44.53971956	14.84854245	16.92745913	6.73206856	8.495786285	9.149958932	9.149958932
FBgn0001229	38.10188353	59.31515452	135.9061136	133.6191587	68.12860651	56.70698807	35.90436565	42.47893143	54.89975359	54.89975359
FBgn0001230	1134.396987	1101.778995	1399.465656	1414.666331	1303.17796	1350.811238	927.529446	1038.802959	991.5666021	991.5666021
FBgn0001233	59251.89269	59862.33682	90651.21435	96833.59219	119944.779	121986.8878	83468.67405	80622.69481	97753.82703	97753.82703
FBgn0001234	12171.81988	12902.52899	2163.478403	2303.339783	2445.642285	1827.319213	1159.411808	1027.217796	2913.057978	2913.057978
FBgn0001235	8.659518984	13.34590977	1.836569103	2.120939026	1.746887346	2.539118869	5.984060942	5.406409454	6.260498216	6.260498216
FBgn0001247	1776.933295	1803.180697	708.9156737	799.594013	1193.124058	1243.321873	1487.039144	1567.858742	1489.035422	1489.035422
FBgn0001248	1607.206723	1841.735548	4780.589375	5686.23753	3993.384474	4881.032839	5289.161865	5079.707854	3811.68026	3811.68026
FBgn0001250	117.7694582	94.90424723	42.24108936	36.05596345	59.39416978	62.63159876	81.53283034	81.09614181	80.90490003	80.90490003
FBgn0001253	0	2.965757726	1.836569103	0	0	1.692745913	0.748007618	0	0	0
FBgn0001254	0	2.965757726	1.836569103	0	1.746887346	1.692745913	0.748007618	0	0.963153572	0.963153572
FBgn0001255	261.5174733	281.746984	78.97247142	112.4097684	72.49582488	70.24895537	70.31271607	72.60035553	106.9100465	106.9100465
FBgn0001256	0	0	0	0	0	0	0	0	0.481576786	0.481576786
FBgn0001257	3960.863983	4676.999934	2347.135313	2324.549173	3411.670988	2853.969609	4603.23888	3942.044836	1829.028633	1829.028633
FBgn0001258	1335.297827	1368.697191	2679.554321	2695.713503	2569.671287	2769.332313	3796.13866	4137.447921	2579.806842	2579.806842
FBgn0001259	1.731903797	0	0	2.120939026	2.62033102	0.846372956	1.496015236	1.544688416	0.963153572	0.963153572
FBgn0001263	0	0	0	0	0	0	0	0.772344208	0.481576786	0.481576786
FBgn0001269	129.8927848	131.9762188	33.05824385	40.2978415	58.52072611	56.70698807	48.62049516	54.06409454	50.08398573	50.08398573
FBgn0001276	122.9651696	117.1474302	382.0063734	523.8719395	191.2841644	181.1238126	274.5187957	281.9056358	227.7858197	227.7858197
FBgn0001280	405.2654884	373.6854735	2729.141687	2859.025808	1295.316967	1315.263574	673.206856	663.4436745	827.3489181	827.3489181
FBgn0001281	1.731903797	4.448636589	5.509707308	4.241878053	0.873443673	2.539118869	0	3.089376831	0.481576786	0.481576786
FBgn0001285	1.731903797	0	0	0	0	0	0	0	0	0
FBgn0001291	502.252101	523.4562386	901.7554295	907.7619033	772.9976508	759.1965418	971.6618955	963.1132271	825.422611	825.422611
FBgn0001296	100.4504202	62.28091225	99.17473155	80.59568301	64.63483182	73.6344472	51.61252563	37.07252197	52.97344645	52.97344645
FBgn0001297	5493.598843	6551.358817	2178.170956	1904.603246	3879.836797	3713.884532	4508.241912	4364.517118	2498.901942	2498.901942
FBgn0001301	1035.67847	1086.950207	648.3088933	585.3791713	1090.931148	1080.818265	1702.465338	1654.361293	1165.415822	1165.415822
FBgn0001308	1870.4561	1958.882978	881.5531694	812.3196471	1865.675686	1916.188373	4551.626354	4859.589755	3198.633012	3198.633012
FBgn0001311	5.19571139	2.965757726	0	2.120939026	0	1.692745913	0.748007618	0.772344208	0.963153572	0.963153572
FBgn0001313	0	0	0	0	0	0	0	0	0	0
FBgn0001314	0	0	0	0	0	0	0	0	0	0
FBgn0001315	0	0	0	0	0	0	0	0	0	0
FBgn0001316	3287.153406	3330.545926	1291.108079	1153.79083	1299.684186	1415.135583	3198.480574	3180.513448	1846.846974	1846.846974
FBgn0001319	0	2.965757726	0	6.362817079	0	1.692745913	0	0.772344208	0	0
FBgn0001320	0	0	0	0	0	0	0	0	0	0
FBgn0001321	12.12332658	8.897273178	0	6.362817079	0	0.846372956	0	0	2.889460715	2.889460715
FBgn0001323	0	0	0	0	0	0	0	0.772344208	0	0
FBgn0001324	1245.23883	1301.967642	571.172991	536.5975737	1210.592931	1338.962017	2929.945839	3093.238552	1232.354995	1232.354995
FBgn0001325	3.463807593	0	0	0	0	0	1.496015236	0.772344208	0	0
FBgn0001330	353.3083745	480.4527516	135.9061136	97.56319522	277.7550881	296.2305347	697.1430998	800.1485992	402.1166162	402.1166162
FBgn0001332	833.0457262	943.1109569	442.6131538	462.3647078	864.7092365	921.7001494	925.2854232	949.2110313	370.8141251	370.8141251
FBgn0001337	1641.844799	1691.964783	527.0953325	496.2997322	1228.061805	1325.42005	2124.341634	2131.670013	1352.267615	1352.267615
FBgn0001341	535.1582732	640.6036688	203.8591704	182.4007563	435.848393	435.8820725	1053.194726	1114.492692	746.9255949	746.9255949
FBgn0001404	1160.375544	1344.971129	786.051576	693.5470617	1632.466225	1377.895173	1500.503281	1428.06444	752.7045163	752.7045163
FBgn0001491	161.0670531	146.8050074	251.6099671	260.8755003	262.033102	207.3613743	308.9271461	366.8634987	359.2562823	359.2562823
FBgn0001565	860.756187	820.0320112	2595.072142	2663.899417	2270.080107	2489.182864	1362.121872	1394.081295	1392.238488	1392.238488
FBgn0001612	367.1636049	361.8224426	132.2329754	125.1354026	270.7675387	197.2048988	480.9688982	467.2682457	417.5270733	417.5270733
FBgn0001624	1664.359549	1666.755842	1663.931607	1641.606806	1684.872846	1515.007592	2533.501801	2496.216479	1925.825567	1925.825567
FBgn0001941	2339.802029	2516.445431	2455.49289	3011.733418	3098.104709	3130.733565	2226.818678	2045.167462	2486.380945	2486.380945
FBgn0001942	11233.12803	11379.61239	62173.37384	69715.2658	46118.69939	48530.17894	27041.9714	25542.19529	27425.31638	27425.31638
FBgn0001961	808.7990731	966.8370187	5496.851325	6502.799055	5403.996006	6156.516884	2212.606533	2264.513217	1256.915411	1256.915411
FBgn0001965	973.3299337	1038.015204	400.3720644	398.736537	782.6055312	831.984616	1709.945414	1768.668236	892.3617842	892.3617842
FBgn0001967	79.66757465	56.34939679	112.0307153	125.1354026	43.67218366	58.39973398	26.92827424	19.30860519	69.34705717	69.34705717
FBgn0001970	625.2172706	607.9803338	951.3427953	829.2871593	819.2901655	915.7755387	465.2607383	407.0253975	707.4362984	707.4362984
FBgn0001974	316.9383948	298.0586515	222.2248614	224.8195368	334.5289269	333.4709448	559.5096981	536.0068802	494.5793591	494.5793591
FBgn0001977	1515.415822	1478.430226	3046.868142	2719.043832	2000.186012	2055.839911	2471.417169	2558.77636	2117.011551	2117.011551
FBgn0001978	2331.14251	2651.387407	1935.743834	1966.110478	4092.083609	4454.460869	4337.696175	4392.32151	3463.981821	3463.981821
FBgn0001981	1.731903797	2.965757726	0	0	4.367218366	2.539118869	0.748007618	0	1.444730358	1.444730358
FBgn0001983	0	0	0	0	0	0	0	0.772344208	0	0
FBgn0001986	935.2280502	996.4945959	602.3946657	583.2582323	1162.553529	1294.10425	1991.944286	2062.931379	1459.659238	1459.659238
FBgn0001987	2211.641148	2277.701934	411.391479	434.7925004	683.9063962	658.47816	1270.116935	1055.794532	1223.686613	1223.686613
FBgn0001989	334.2574328	327.7162287	3179.101117	3404.107137	997.4726748	1158.684577	692.6550541	715.9630806	702.1389538	702.1389538
FBgn0001990	337.7212404	326.2333499	343.4384222	388.1318418	376.4542232	389.3315599	296.9590243	285.7673569	332.769559	332.769559
FBgn0001991	57.15282529	59.31515452	36.73138206	29.69314637	9.607880406	16.08108617	22.44022853	27.03204727	28.41303037	28.41303037
FBgn0001992	0	2.965757726	1.836569103	0	3.493774693	0	1.496015236	0.772344208	2.889460715	2.889460715
FBgn0001994	1804.643756	1648.961296	618.9237877	646.8864031	1508.437224	1538.706035	2944.905991	3192.098611	2117.493127	2117.493127
FBgn0001995	218.2198784	258.0209222	1015.622714	1022.292611	528.4334223	583.1509669	442.0725021	491.9832603	436.7901448	436.7901448
FBgn0002021	211.2922632	249.123649	207.5323086	275.7220734	259.412771	357.1693875	246.8425139	303.5312736	332.2879823	332.2879823
FBgn0002022	1518.87963	1299.001884	901.7554295	1138.944257	659.4499733	741.4227097	572.9738352	457.227771	1090.77142	1090.77142
FBgn0002023	1.731903797	2.965757726	0	0	0	0	0.748007618	0	0	0
FBgn0002031	1084.171777	1141.816725	3083.599524	3401.986198	2804.627635	3232.29832	2943.409976	3114.86419	2081.374869	2081.374869
FBgn0002036	142.0161113	114.1816725	104.6844389	116.6516465	131.8899947	144.7297755	103.9730589	106.5835007	122.3205036	122.3205036
FBgn0002044	1375.131615	1512.53644	615.2506494	591.7419884	1199.238163	1252.631975	2190.914312	2255.245087	1168.305283	1168.305283
FBgn0002069	2208.177341	2156.105867	4650.192968	5092.374603	4568.110411	4915.73413	4897.953881	4766.90845	4097.255294	4097.255294
FBgn0002121	23638.75492	20926.38651	3307.660954	3247.15765	7974.540737	6870.009286	18815.38362	17969.36034	16366.86864	16366.86864
FBgn0002174	801.8714579	825.9635267	2071.649948	2033.980526	2023.768991	2257.276674	1323.973483	1363.187527	1500.593265	1500.593265
FBgn0002183	3728.788874	3633.053214	2198.373216	2282.130392	4576.844848	5212.811038	7622.197625	8230.099878	4554.271664	4554.271664
FBgn0002283	294.4236454	262.4695588	699.7328282	651.1282811	574.725937	606.8494097	238.6144301	243.2884254	318.3222555	318.3222555
FBgn0002284	917.9090123	1005.391869	4343.485928	4767.870931	1928.563631	2280.128744	2660.663096	2757.268822	2255.705665	2255.705665
FBgn0002306	12.12332658	10.38015204	16.52912193	25.45126832	8.734436732	2.539118869	2.992030471	0	3.371037501	3.371037501
FBgn0002354	90.05899743	94.90424723	732.791072	708.3936348	269.0206514	330.0854529	100.2330208	131.2985153	184.443909	184.443909
FBgn0002413	1473.850131	1540.711139	850.3314946	769.9008666	1846.459925	1826.47284	2825.97278	2930.273924	1961.462249	1961.462249
FBgn0002431	5223.421851	5648.285589	1728.211526	1713.718733	3854.50693	4270.797937	13603.26654	13902.19574	5476.972786	5476.972786
FBgn0002440	0	0	0	0	0	0	0	0	0	0
FBgn0002441	722.2038832	803.7203437	308.5436093	309.6570979	607.9167966	765.1211525	1522.195502	1638.914409	631.8287431	631.8287431
FBgn0002466	4186.011477	4123.886118	1267.232681	1166.516465	2977.569482	3053.713626	8551.971094	8984.680169	6177.667009	6177.667009
FBgn0002521	1773.469488	1669.7216	264.4659508	366.9224516	1134.603332	771.0457632	2087.689261	2032.037611	2084.264329	2084.264329
FBgn0002522	0	0	0	0	0	0	1.496015236	0	0	0
FBgn0002524	4608.596003	4647.342357	2075.323086	2133.664661	2712.042605	2418.087536	3084.783416	2759.585854	4186.828576	4186.828576
FBgn0002525	3850.02214	3828.793224	3416.018531	3539.847235	6762.200918	6537.384714	8688.10848	8628.629489	6437.718474	6437.718474
FBgn0002526	60509.25485	61535.02418	19287.64872	18102.21459	23313.95853	21458.93993	44101.78114	38088.15461	42565.60895	42565.60895
FBgn0002528	7661.942397	8461.306792	1340.695445	1306.49844	1902.36032	1734.218187	4115.537913	3381.322942	3753.891046	3753.891046
FBgn0002531	0	0	0	0	0	0	0	0	0	0
FBgn0002533	0	0	0	0	0	0	0	0	0	0
FBgn0002534	3.463807593	5.931515452	0	2.120939026	0	0.846372956	0	0	0	0
FBgn0002535	3.463807593	4.448636589	5.509707308	8.483756106	0.873443673	0.846372956	0.748007618	1.544688416	0.963153572	0.963153572
FBgn0002542	1693.801913	1602.992051	459.1422757	388.1318418	1094.424923	1261.942078	2332.287752	2500.850545	1990.356856	1990.356856
FBgn0002543	30190.54698	31764.74812	17796.35461	16407.58431	10433.28468	10322.36457	17273.73992	15630.70208	14010.99501	14010.99501
FBgn0002552	408.729296	533.8363907	337.9287149	358.4386955	671.6781847	743.1154556	1113.783343	1099.045808	443.050643	443.050643
FBgn0002561	0	1.482878863	0	0	0	0	0	0	0	0
FBgn0002562	0	0	0	0	0	0	0	0	0	0
FBgn0002563	0	1.482878863	0	0	0	0	0	0	0	0
FBgn0002564	0	2.965757726	0	0	0	0	0	0.772344208	0	0
FBgn0002565	3.463807593	4.448636589	1.836569103	6.362817079	0.873443673	1.692745913	2.244022853	0.772344208	1.444730358	1.444730358
FBgn0002566	3907.174965	3305.336986	2567.523606	2653.294722	2245.623684	1652.120011	2333.783767	2251.383366	2671.306431	2671.306431
FBgn0002567	60.61663288	74.14394315	40.40452026	16.96751221	52.40662039	62.63159876	85.27286843	81.86848602	53.45502323	53.45502323
FBgn0002569	53.6890177	38.55485044	7.346276411	4.241878053	5.240662039	4.231864781	0	0.772344208	7.705228574	7.705228574
FBgn0002570	1.731903797	0	1.836569103	0	1.746887346	0	0	0	0.481576786	0.481576786
FBgn0002571	13.85523037	17.79454636	33.05824385	44.53971956	16.59542979	19.46657799	0.748007618	1.544688416	4.334191073	4.334191073
FBgn0002573	0	0	0	0	0	0	0	0	0	0
FBgn0002576	1.731903797	1.482878863	0	0	4.367218366	0	0	3.861721039	1.926307143	1.926307143
FBgn0002577	1.731903797	2.965757726	0	0	1.746887346	0.846372956	1.496015236	0.772344208	1.444730358	1.444730358
FBgn0002578	1.731903797	4.448636589	0	0	0.873443673	0.846372956	0	0	0.481576786	0.481576786
FBgn0002579	3659.512722	3613.775789	49181.484	55992.7903	20303.19818	24201.18831	4802.208906	4096.513678	8620.706044	8620.706044
FBgn0002590	9563.572765	9365.862899	120405.4704	125920.15	54571.01382	59440.77272	12617.3925	11473.94555	22218.02659	22218.02659
